ID	Titles
11972	042913-SludgeD1_13-18, Cmpd 10148, +MSn(446.4567), 23.35 min
12654	042913-SludgeD1_19-24, Cmpd 8976, +MSn(442.9519), 21.12 min
12764	042913-SludgeD1_19-24, Cmpd 9084, +MSn(442.9518), 21.32 min
12891	042913-SludgeD1_13-18, Cmpd 18342, +MSn(466.7206), 39.76 min
13116	042913-SludgeD1_13-18, Cmpd 11120, +MSn(421.1998), 25.15 min
14390	042913-SludgeD1_13-18, Cmpd 27818, +MSn(505.0619), 63.50 min
14835	042913-SludgeD1_13-18, Cmpd 27307, +MSn(473.8064), 62.16 min
15791	042913-SludgeD1_19-24, Cmpd 9801, +MSn(406.2119), 22.60 min
15792	042913-SludgeD1_19-24, Cmpd 11440, +MSn(409.7153), 25.56 min
15809	042913-SludgeD1_19-24, Cmpd 11548, +MSn(409.7143), 25.75 min
16281	042913-SludgeD1_13-18, Cmpd 18307, +MSn(460.7282), 39.68 min
16396	042913-SludgeD1_1-6, Cmpd 18304, +MSn(553.5294), 43.65 min
17480	042913-SludgeD1_19-24, Cmpd 5872, +MSn(419.4469), 14.67 min;042913-SludgeD1_19-24, Cmpd 5985, +MSn(419.4471), 14.96 min
17686	042913-SludgeD1_19-24, Cmpd 6885, +MSn(407.201), 17.10 min
17800	042913-SludgeD1_19-24, Cmpd 6238, +MSn(431.7115), 15.60 min;042913-SludgeD1_19-24, Cmpd 6312, +MSn(431.71), 15.78 min
17891	042913-SludgeD1_19-24, Cmpd 36011, +MSn(558.33), 83.73 min;042913-SludgeD1_19-24, Cmpd 36138, +MSn(558.33), 84.06 min;042913-SludgeD1_19-24, Cmpd 35676, +MSn(558.33), 82.85 min;042913-SludgeD1_25-30, Cmpd 36198, +MSn(558.33), 83.66 min;042913-SludgeD1_25-30, Cmpd 35928, +MSn(558.32), 82.97 min;042913-SludgeD1_19-24, Cmpd 35610, +MSn(558.3257), 82.68 min;042913-SludgeD1_25-30, Cmpd 35994, +MSn(558.3262), 83.14 min
18213	042913-SludgeD1_13-18, Cmpd 27556, +MSn(487.3058), 62.80 min
18427	042913-SludgeD1_13-18, Cmpd 5076, +MSn(487.7306), 12.60 min;042913-SludgeD1_13-18, Cmpd 5001, +MSn(487.7307), 12.41 min
20108	042913-SludgeD1_13-18, Cmpd 5298, +MSn(447.1965), 13.17 min
20143	042913-SludgeD1_13-18, Cmpd 5365, +MSn(447.1968), 13.34 min
20707	042913-SludgeD1_19-24, Cmpd 15586, +MSn(447.487), 33.14 min
20994	042913-SludgeD1_25-30, Cmpd 7130, +MSn(407.6865), 17.48 min
21372	042913-SludgeD1_25-30, Cmpd 29335, +MSn(405.2741), 65.99 min
21859	042913-SludgeD1_13-18, Cmpd 28088, +MSn(531.3323), 64.21 min
22097	042913-SludgeD1_19-24, Cmpd 27137, +MSn(405.2737), 60.89 min
23029	042913-SludgeD1_19-24, Cmpd 5338, +MSn(401.938), 13.31 min
23508	042913-SludgeD1_25-30, Cmpd 8947, +MSn(442.952), 20.81 min
23680	042913-SludgeD1_25-30, Cmpd 5158, +MSn(481.47), 12.80 min;042913-SludgeD1_25-30, Cmpd 5086, +MSn(481.4734), 12.62 min
24546	042913-SludgeD1_19-24, Cmpd 35865, +MSn(529.8162), 83.35 min;042913-SludgeD1_25-30, Cmpd 36078, +MSn(529.82), 83.36 min;042913-SludgeD1_25-30, Cmpd 36215, +MSn(529.82), 83.70 min;042913-SludgeD1_19-24, Cmpd 35927, +MSn(529.82), 83.52 min;042913-SludgeD1_19-24, Cmpd 36012, +MSn(529.82), 83.73 min
25072	042913-SludgeD1_19-24, Cmpd 28086, +MSn(405.2723), 63.36 min
26225	042913-SludgeD1_13-18, Cmpd 9806, +MSn(443.2038), 22.67 min
26813	042913-SludgeD1_1-6, Cmpd 18506, +MSn(576.018), 44.17 min
29157	042913-SludgeD1_19-24, Cmpd 30017, +MSn(405.272), 68.46 min
30528	042913-SludgeD1_25-30, Cmpd 24040, +MSn(405.274), 52.24 min
31838	042913-SludgeD1_25-30, Cmpd 28237, +MSn(405.2726), 63.05 min
32009	042913-SludgeD1_25-30, Cmpd 27241, +MSn(405.2733), 60.45 min
32897	042913-SludgeD1_13-18, Cmpd 13023, +MSn(412.7276), 28.85 min
33386	042913-SludgeD1_13-18, Cmpd 19855, +MSn(521.0258), 43.43 min
34151	042913-SludgeD1_13-18, Cmpd 35632, +MSn(405.27), 83.69 min;042913-SludgeD1_19-24, Cmpd 28466, +MSn(405.27), 64.38 min;042913-SludgeD1_25-30, Cmpd 36023, +MSn(405.273), 83.22 min;042913-SludgeD1_25-30, Cmpd 36240, +MSn(405.2754), 83.77 min;042913-SludgeD1_19-24, Cmpd 36209, +MSn(405.2736), 84.23 min;042913-SludgeD1_25-30, Cmpd 36304, +MSn(405.2738), 83.94 min;042913-SludgeD1_25-30, Cmpd 36368, +MSn(405.2738), 84.11 min;042913-SludgeD1_19-24, Cmpd 36142, +MSn(405.2754), 84.06 min;042913-SludgeD1_25-30, Cmpd 28815, +MSn(405.2729), 64.61 min;042913-SludgeD1_25-30, Cmpd 28888, +MSn(405.27), 64.80 min;042913-SludgeD1_25-30, Cmpd 27919, +MSn(405.27), 62.23 min;042913-SludgeD1_19-24, Cmpd 28623, +MSn(405.2735), 64.79 min;042913-SludgeD1_19-24, Cmpd 26775, +MSn(405.2724), 59.94 min;042913-SludgeD1_19-24, Cmpd 25240, +MSn(405.27), 56.08 min;042913-SludgeD1_19-24, Cmpd 26850, +MSn(405.27), 60.14 min;042913-SludgeD1_19-24, Cmpd 36277, +MSn(405.27), 84.41 min;042913-SludgeD1_19-24, Cmpd 25405, +MSn(405.2746), 56.49 min;042913-SludgeD1_19-24, Cmpd 26938, +MSn(405.2733), 60.38 min
35463	042913-SludgeD1_19-24, Cmpd 12038, +MSn(463.2477), 26.62 min
35876	042913-SludgeD1_19-24, Cmpd 36076, +MSn(405.2738), 83.89 min
36104	042913-SludgeD1_1-6, Cmpd 18268, +MSn(563.0185), 43.55 min
36442	042913-SludgeD1_19-24, Cmpd 35805, +MSn(405.2744), 83.19 min;042913-SludgeD1_19-24, Cmpd 35870, +MSn(405.2742), 83.36 min
36745	042913-SludgeD1_19-24, Cmpd 25499, +MSn(405.2769), 56.73 min
37298	042913-SludgeD1_19-24, Cmpd 35725, +MSn(433.781), 82.98 min;042913-SludgeD1_19-24, Cmpd 35907, +MSn(433.7821), 83.46 min;042913-SludgeD1_19-24, Cmpd 25496, +MSn(433.7844), 56.72 min
37612	042913-SludgeD1_1-6, Cmpd 9607, +MSn(490.7362), 24.23 min
38730	042913-SludgeD1_25-30, Cmpd 29052, +MSn(405.2742), 65.23 min
39150	042913-SludgeD1_13-18, Cmpd 27570, +MSn(478.7922), 62.84 min
40083	042913-SludgeD1_19-24, Cmpd 15724, +MSn(447.4873), 33.39 min
40598	042913-SludgeD1_19-24, Cmpd 28817, +MSn(405.5239), 65.32 min
40730	042913-SludgeD1_25-30, Cmpd 27615, +MSn(405.2753), 61.44 min
41016	042913-SludgeD1_13-18, Cmpd 27674, +MSn(498.3125), 63.10 min
