ID	Titles
36	042913-SludgeD1_1-6, Cmpd 13259, +MSn(672.36), 31.87 min
37	042913-SludgeD1_19-24, Cmpd 13820, +MSn(418.72), 29.94 min
38	042913-SludgeD1_19-24, Cmpd 22798, +MSn(769.33), 49.84 min
39	042913-SludgeD1_25-30, Cmpd 8749, +MSn(562.94), 20.45 min
40	042913-SludgeD1_13-18, Cmpd 19771, +MSn(807.37), 43.22 min
41	042913-SludgeD1_1-6, Cmpd 21470, +MSn(843.88), 51.38 min
42	042913-SludgeD1_19-24, Cmpd 18093, +MSn(553.77), 37.93 min
43	042913-SludgeD1_19-24, Cmpd 4904, +MSn(846.93), 12.20 min
44	042913-SludgeD1_19-24, Cmpd 38638, +MSn(1336.58), 90.72 min
45	042913-SludgeD1_13-18, Cmpd 6723, +MSn(705.33), 16.70 min
46	042913-SludgeD1_1-6, Cmpd 36485, +MSn(1321.3), 89.98 min
47	042913-SludgeD1_19-24, Cmpd 12124, +MSn(705.36), 26.77 min
48	042913-SludgeD1_1-6, Cmpd 36195, +MSn(1349.69), 89.19 min
49	042913-SludgeD1_25-30, Cmpd 37675, +MSn(1271.82), 87.56 min
50	042913-SludgeD1_13-18, Cmpd 25236, +MSn(732.46), 57.07 min
51	042913-SludgeD1_1-6, Cmpd 3617, +MSn(1376.4), 9.34 min
52	042913-SludgeD1_13-18, Cmpd 19, +MSn(854.44), 0.06 min
53	042913-SludgeD1_19-24, Cmpd 21710, +MSn(603.32), 47.05 min
54	042913-SludgeD1_25-30, Cmpd 15742, +MSn(716.36), 33.02 min
55	042913-SludgeD1_19-24, Cmpd 5288, +MSn(716.38), 13.19 min
56	042913-SludgeD1_1-6, Cmpd 14942, +MSn(648.34), 35.44 min
57	042913-SludgeD1_25-30, Cmpd 11377, +MSn(564.25), 25.03 min
58	042913-SludgeD1_13-18, Cmpd 23554, +MSn(762.74), 52.86 min
59	042913-SludgeD1_1-6, Cmpd 1817, +MSn(974.66), 4.85 min
60	042913-SludgeD1_25-30, Cmpd 23895, +MSn(810.04), 51.89 min
61	042913-SludgeD1_1-6, Cmpd 15070, +MSn(595.83), 35.72 min
62	042913-SludgeD1_19-24, Cmpd 6029, +MSn(931.71), 15.07 min
63	042913-SludgeD1_13-18, Cmpd 10135, +MSn(591.77), 23.32 min
64	042913-SludgeD1_25-30, Cmpd 21901, +MSn(639.34), 46.86 min|042913-SludgeD1_25-30, Cmpd 21979, +MSn(639.33), 47.07 min
65	042913-SludgeD1_25-30, Cmpd 4893, +MSn(882.46), 12.13 min
66	042913-SludgeD1_13-18, Cmpd 5170, +MSn(849.1), 12.83 min
67	042913-SludgeD1_13-18, Cmpd 6988, +MSn(715.34), 17.27 min
68	042913-SludgeD1_19-24, Cmpd 20261, +MSn(801.41), 43.32 min
69	042913-SludgeD1_19-24, Cmpd 28458, +MSn(746.54), 64.36 min
70	042913-SludgeD1_19-24, Cmpd 22771, +MSn(1000.48), 49.78 min
71	042913-SludgeD1_19-24, Cmpd 10814, +MSn(566.31), 24.47 min
72	042913-SludgeD1_25-30, Cmpd 9787, +MSn(572.81), 22.25 min
73	042913-SludgeD1_19-24, Cmpd 11741, +MSn(631.33), 26.10 min
74	042913-SludgeD1_1-6, Cmpd 19827, +MSn(930.94), 47.53 min
75	042913-SludgeD1_1-6, Cmpd 5578, +MSn(618.79), 15.30 min
76	042913-SludgeD1_19-24, Cmpd 18203, +MSn(553.94), 38.19 min
77	042913-SludgeD1_25-30, Cmpd 10918, +MSn(550.28), 24.25 min
78	042913-SludgeD1_13-18, Cmpd 14205, +MSn(705.32), 31.13 min
79	042913-SludgeD1_19-24, Cmpd 38064, +MSn(1313.14), 89.14 min
80	042913-SludgeD1_13-18, Cmpd 36463, +MSn(1210.83), 85.93 min
81	042913-SludgeD1_1-6, Cmpd 34871, +MSn(1132.14), 85.56 min
82	042913-SludgeD1_1-6, Cmpd 18426, +MSn(861.38), 43.96 min
83	042913-SludgeD1_25-30, Cmpd 24310, +MSn(853.09), 52.91 min
84	042913-SludgeD1_1-6, Cmpd 5061, +MSn(1107.75), 14.02 min
85	042913-SludgeD1_13-18, Cmpd 20141, +MSn(794.85), 44.15 min
86	042913-SludgeD1_13-18, Cmpd 5698, +MSn(448.54), 14.19 min
87	042913-SludgeD1_25-30, Cmpd 11570, +MSn(686.36), 25.37 min
88	042913-SludgeD1_1-6, Cmpd 1257, +MSn(513.86), 3.35 min
89	042913-SludgeD1_19-24, Cmpd 16187, +MSn(697.35), 34.20 min
90	042913-SludgeD1_1-6, Cmpd 12567, +MSn(701.37), 30.42 min
91	042913-SludgeD1_25-30, Cmpd 8435, +MSn(532.75), 19.89 min
92	042913-SludgeD1_13-18, Cmpd 22854, +MSn(976.99), 51.06 min
93	042913-SludgeD1_19-24, Cmpd 9699, +MSn(629.83), 22.41 min
94	042913-SludgeD1_19-24, Cmpd 36254, +MSn(1017.11), 84.35 min
95	042913-SludgeD1_13-18, Cmpd 20607, +MSn(763.37), 45.32 min
96	042913-SludgeD1_25-30, Cmpd 7383, +MSn(540.75), 17.97 min
97	042913-SludgeD1_19-24, Cmpd 14913, +MSn(763.86), 31.95 min
98	042913-SludgeD1_19-24, Cmpd 4714, +MSn(714.71), 11.71 min
99	042913-SludgeD1_13-18, Cmpd 14492, +MSn(853.9), 31.65 min
100	042913-SludgeD1_1-6, Cmpd 36745, +MSn(1188.61), 90.70 min
101	042913-SludgeD1_13-18, Cmpd 11623, +MSn(673.83), 26.14 min
102	042913-SludgeD1_13-18, Cmpd 12688, +MSn(517.91), 28.17 min
103	042913-SludgeD1_1-6, Cmpd 13415, +MSn(673.35), 32.18 min|042913-SludgeD1_1-6, Cmpd 13537, +MSn(673.36), 32.43 min
104	042913-SludgeD1_25-30, Cmpd 27245, +MSn(1055.85), 60.46 min
105	042913-SludgeD1_13-18, Cmpd 194, +MSn(1156.62), 0.53 min
106	042913-SludgeD1_1-6, Cmpd 11960, +MSn(722.79), 29.15 min
107	042913-SludgeD1_1-6, Cmpd 36437, +MSn(1119.59), 89.84 min
108	042913-SludgeD1_19-24, Cmpd 4536, +MSn(1180.95), 11.24 min
109	042913-SludgeD1_1-6, Cmpd 5182, +MSn(530.23), 14.32 min
110	042913-SludgeD1_1-6, Cmpd 37186, +MSn(1229.41), 91.90 min
111	042913-SludgeD1_13-18, Cmpd 9760, +MSn(720.31), 22.60 min
112	042913-SludgeD1_13-18, Cmpd 28028, +MSn(876.94), 64.06 min
113	042913-SludgeD1_13-18, Cmpd 24584, +MSn(630.82), 55.49 min
114	042913-SludgeD1_19-24, Cmpd 9671, +MSn(553.27), 22.37 min
115	042913-SludgeD1_1-6, Cmpd 6538, +MSn(583.27), 17.68 min
116	042913-SludgeD1_13-18, Cmpd 4171, +MSn(918.47), 10.29 min
117	042913-SludgeD1_19-24, Cmpd 8844, +MSn(554.81), 20.87 min
118	042913-SludgeD1_13-18, Cmpd 14005, +MSn(602.3), 30.77 min
119	042913-SludgeD1_1-6, Cmpd 21094, +MSn(631.3), 50.51 min
120	042913-SludgeD1_13-18, Cmpd 37189, +MSn(1196.23), 87.96 min
121	042913-SludgeD1_25-30, Cmpd 16284, +MSn(676.34), 33.97 min
122	042913-SludgeD1_1-6, Cmpd 11383, +MSn(603.81), 27.88 min
123	042913-SludgeD1_13-18, Cmpd 6470, +MSn(657.31), 16.13 min
124	042913-SludgeD1_13-18, Cmpd 17932, +MSn(605.3), 38.81 min
125	042913-SludgeD1_1-6, Cmpd 11068, +MSn(483.91), 27.27 min
126	042913-SludgeD1_13-18, Cmpd 4433, +MSn(1099.32), 10.96 min
127	042913-SludgeD1_1-6, Cmpd 8258, +MSn(628.77), 21.47 min
128	042913-SludgeD1_1-6, Cmpd 9329, +MSn(825.9), 23.67 min
129	042913-SludgeD1_1-6, Cmpd 17245, +MSn(983.98), 40.92 min
130	042913-SludgeD1_19-24, Cmpd 14156, +MSn(585.85), 30.64 min
131	042913-SludgeD1_19-24, Cmpd 38680, +MSn(1267.81), 90.84 min
132	042913-SludgeD1_13-18, Cmpd 30064, +MSn(910.42), 69.29 min
133	042913-SludgeD1_19-24, Cmpd 5690, +MSn(490.23), 14.20 min
134	042913-SludgeD1_19-24, Cmpd 8449, +MSn(489.91), 20.13 min
135	042913-SludgeD1_25-30, Cmpd 11587, +MSn(556.27), 25.40 min
136	042913-SludgeD1_1-6, Cmpd 36427, +MSn(1284.25), 89.82 min
137	042913-SludgeD1_19-24, Cmpd 5997, +MSn(752.38), 14.99 min
138	042913-SludgeD1_19-24, Cmpd 15998, +MSn(706.9), 33.87 min
139	042913-SludgeD1_1-6, Cmpd 34164, +MSn(1071.21), 83.67 min
140	042913-SludgeD1_1-6, Cmpd 18811, +MSn(948.8), 44.96 min
141	042913-SludgeD1_25-30, Cmpd 12157, +MSn(985.47), 26.43 min
142	042913-SludgeD1_13-18, Cmpd 16450, +MSn(574.3), 35.48 min
143	042913-SludgeD1_19-24, Cmpd 25931, +MSn(804.12), 57.80 min
144	042913-SludgeD1_25-30, Cmpd 13480, +MSn(668.65), 28.84 min
145	042913-SludgeD1_13-18, Cmpd 5573, +MSn(544.29), 13.87 min
146	042913-SludgeD1_1-6, Cmpd 15563, +MSn(1011.47), 36.85 min
147	042913-SludgeD1_1-6, Cmpd 4066, +MSn(1154.99), 10.51 min
148	042913-SludgeD1_25-30, Cmpd 7077, +MSn(618.28), 17.38 min
149	042913-SludgeD1_19-24, Cmpd 19463, +MSn(781.39), 41.27 min
150	042913-SludgeD1_19-24, Cmpd 8043, +MSn(644.82), 19.38 min
151	042913-SludgeD1_13-18, Cmpd 20568, +MSn(777.9), 45.22 min
152	042913-SludgeD1_19-24, Cmpd 16509, +MSn(781.41), 34.79 min
153	042913-SludgeD1_1-6, Cmpd 27627, +MSn(920.77), 66.69 min
154	042913-SludgeD1_19-24, Cmpd 10944, +MSn(736.86), 24.70 min
155	042913-SludgeD1_13-18, Cmpd 15396, +MSn(739.85), 33.40 min
156	042913-SludgeD1_25-30, Cmpd 8168, +MSn(739.86), 19.42 min
157	042913-SludgeD1_13-18, Cmpd 26879, +MSn(777.39), 61.11 min
158	042913-SludgeD1_19-24, Cmpd 12380, +MSn(781.91), 27.22 min
159	042913-SludgeD1_13-18, Cmpd 37143, +MSn(777.74), 87.83 min
160	042913-SludgeD1_25-30, Cmpd 26191, +MSn(1257.64), 57.72 min
161	042913-SludgeD1_19-24, Cmpd 11224, +MSn(720.86), 25.19 min
162	042913-SludgeD1_13-18, Cmpd 19580, +MSn(837.43), 42.74 min
163	042913-SludgeD1_25-30, Cmpd 7692, +MSn(1049.46), 18.56 min
164	042913-SludgeD1_25-30, Cmpd 29863, +MSn(830.67), 67.41 min
165	042913-SludgeD1_25-30, Cmpd 5254, +MSn(676.32), 13.05 min
166	042913-SludgeD1_25-30, Cmpd 22418, +MSn(876.45), 48.18 min
167	042913-SludgeD1_13-18, Cmpd 18309, +MSn(894.93), 39.69 min
168	042913-SludgeD1_1-6, Cmpd 9315, +MSn(526.76), 23.65 min
169	042913-SludgeD1_19-24, Cmpd 6900, +MSn(841.4), 17.13 min
170	042913-SludgeD1_25-30, Cmpd 28066, +MSn(954.5), 62.61 min
171	042913-SludgeD1_19-24, Cmpd 13690, +MSn(715.31), 29.69 min
172	042913-SludgeD1_19-24, Cmpd 5807, +MSn(838.39), 14.50 min
173	042913-SludgeD1_25-30, Cmpd 29356, +MSn(953.42), 66.05 min
174	042913-SludgeD1_25-30, Cmpd 10878, +MSn(739.33), 24.18 min
175	042913-SludgeD1_19-24, Cmpd 8798, +MSn(628.3), 20.79 min
176	042913-SludgeD1_1-6, Cmpd 37479, +MSn(1200.84), 92.69 min
177	042913-SludgeD1_25-30, Cmpd 8287, +MSn(740.36), 19.63 min
178	042913-SludgeD1_25-30, Cmpd 30554, +MSn(1106.33), 69.26 min
179	042913-SludgeD1_1-6, Cmpd 25974, +MSn(1003.22), 62.48 min
180	042913-SludgeD1_13-18, Cmpd 39475, +MSn(1392.62), 93.99 min
181	042913-SludgeD1_1-6, Cmpd 12898, +MSn(811.9), 31.14 min
182	042913-SludgeD1_1-6, Cmpd 4969, +MSn(678.31), 13.79 min
183	042913-SludgeD1_25-30, Cmpd 8280, +MSn(609.82), 19.61 min
184	042913-SludgeD1_13-18, Cmpd 11860, +MSn(748.36), 26.59 min
185	042913-SludgeD1_19-24, Cmpd 20323, +MSn(1106.55), 43.48 min
186	042913-SludgeD1_25-30, Cmpd 11986, +MSn(723.36), 26.12 min
187	042913-SludgeD1_19-24, Cmpd 38551, +MSn(891.21), 90.48 min
188	042913-SludgeD1_25-30, Cmpd 27719, +MSn(1020.54), 61.71 min
189	042913-SludgeD1_19-24, Cmpd 38561, +MSn(1071.01), 90.51 min
190	042913-SludgeD1_13-18, Cmpd 27452, +MSn(573.83), 62.54 min
191	042913-SludgeD1_1-6, Cmpd 6215, +MSn(664.81), 16.88 min
192	042913-SludgeD1_13-18, Cmpd 21280, +MSn(812.81), 47.04 min
193	042913-SludgeD1_25-30, Cmpd 18774, +MSn(720.91), 38.94 min
194	042913-SludgeD1_13-18, Cmpd 28266, +MSn(1121.57), 64.67 min
195	042913-SludgeD1_25-30, Cmpd 13380, +MSn(483.58), 28.63 min
196	042913-SludgeD1_13-18, Cmpd 4649, +MSn(485.23), 11.51 min
197	042913-SludgeD1_13-18, Cmpd 7749, +MSn(716.36), 18.82 min
198	042913-SludgeD1_25-30, Cmpd 8291, +MSn(739.37), 19.64 min
199	042913-SludgeD1_1-6, Cmpd 7222, +MSn(650.8), 19.35 min
200	042913-SludgeD1_19-24, Cmpd 4968, +MSn(649.97), 12.37 min
201	042913-SludgeD1_25-30, Cmpd 5061, +MSn(849.44), 12.56 min
202	042913-SludgeD1_1-6, Cmpd 24235, +MSn(706.07), 58.14 min
203	042913-SludgeD1_25-30, Cmpd 10487, +MSn(594.3), 23.45 min
204	042913-SludgeD1_13-18, Cmpd 26843, +MSn(1013.5), 61.02 min
205	042913-SludgeD1_19-24, Cmpd 24451, +MSn(854.41), 54.08 min
206	042913-SludgeD1_19-24, Cmpd 14154, +MSn(615.27), 30.63 min
207	042913-SludgeD1_19-24, Cmpd 18419, +MSn(1104.98), 38.70 min|042913-SludgeD1_13-18, Cmpd 17675, +MSn(1104.99), 38.20 min|042913-SludgeD1_19-24, Cmpd 18232, +MSn(1104.98), 38.26 min|042913-SludgeD1_19-24, Cmpd 18642, +MSn(1104.98), 39.24 min|042913-SludgeD1_13-18, Cmpd 17766, +MSn(1104.98), 38.41 min
208	042913-SludgeD1_13-18, Cmpd 19856, +MSn(902.45), 43.43 min
209	042913-SludgeD1_25-30, Cmpd 12403, +MSn(760.88), 26.88 min
210	042913-SludgeD1_1-6, Cmpd 185, +MSn(570.29), 0.51 min
211	042913-SludgeD1_1-6, Cmpd 18966, +MSn(1041.99), 45.35 min
212	042913-SludgeD1_1-6, Cmpd 36205, +MSn(827.11), 89.22 min
213	042913-SludgeD1_19-24, Cmpd 12177, +MSn(648.31), 26.86 min
214	042913-SludgeD1_19-24, Cmpd 11844, +MSn(757.35), 26.29 min
215	042913-SludgeD1_13-18, Cmpd 24872, +MSn(916.45), 56.19 min
216	042913-SludgeD1_13-18, Cmpd 16088, +MSn(854.43), 34.76 min
217	042913-SludgeD1_25-30, Cmpd 6317, +MSn(425.21), 15.74 min|042913-SludgeD1_25-30, Cmpd 6226, +MSn(425.22), 15.51 min
218	042913-SludgeD1_25-30, Cmpd 18802, +MSn(721.33), 39.02 min
219	042913-SludgeD1_19-24, Cmpd 38845, +MSn(1276.18), 91.31 min
220	042913-SludgeD1_1-6, Cmpd 18342, +MSn(687.32), 43.74 min
221	042913-SludgeD1_25-30, Cmpd 5443, +MSn(584.62), 13.52 min
222	042913-SludgeD1_25-30, Cmpd 23949, +MSn(753.89), 52.02 min
223	042913-SludgeD1_1-6, Cmpd 1032, +MSn(1300.53), 2.73 min
224	042913-SludgeD1_25-30, Cmpd 25824, +MSn(662.34), 56.78 min
225	042913-SludgeD1_1-6, Cmpd 13361, +MSn(517.73), 32.07 min
226	042913-SludgeD1_25-30, Cmpd 37489, +MSn(1204.45), 87.05 min
227	042913-SludgeD1_13-18, Cmpd 26434, +MSn(777.9), 60.00 min
228	042913-SludgeD1_13-18, Cmpd 36322, +MSn(1308.04), 85.54 min
229	042913-SludgeD1_25-30, Cmpd 27370, +MSn(804.28), 60.79 min
230	042913-SludgeD1_19-24, Cmpd 3425, +MSn(645.84), 8.41 min
231	042913-SludgeD1_19-24, Cmpd 9205, +MSn(479.26), 21.54 min
232	042913-SludgeD1_25-30, Cmpd 30448, +MSn(924.36), 68.98 min
233	042913-SludgeD1_13-18, Cmpd 27255, +MSn(491.63), 62.04 min
234	042913-SludgeD1_1-6, Cmpd 13048, +MSn(673.86), 31.44 min
235	042913-SludgeD1_1-6, Cmpd 5715, +MSn(579.25), 15.64 min
236	042913-SludgeD1_19-24, Cmpd 17719, +MSn(639.33), 37.17 min
237	042913-SludgeD1_25-30, Cmpd 16112, +MSn(563.83), 33.67 min
238	042913-SludgeD1_13-18, Cmpd 5138, +MSn(491.23), 12.75 min
239	042913-SludgeD1_13-18, Cmpd 7652, +MSn(948.38), 18.62 min
240	042913-SludgeD1_1-6, Cmpd 37073, +MSn(1345.57), 91.59 min
241	042913-SludgeD1_1-6, Cmpd 12978, +MSn(793.41), 31.30 min
242	042913-SludgeD1_19-24, Cmpd 6772, +MSn(542.25), 16.87 min
243	042913-SludgeD1_13-18, Cmpd 18376, +MSn(788.41), 39.84 min
244	042913-SludgeD1_25-30, Cmpd 9047, +MSn(780.4), 20.99 min
245	042913-SludgeD1_13-18, Cmpd 38111, +MSn(1236.29), 90.42 min
246	042913-SludgeD1_19-24, Cmpd 19966, +MSn(817.89), 42.56 min
247	042913-SludgeD1_13-18, Cmpd 13070, +MSn(809.38), 28.94 min
248	042913-SludgeD1_19-24, Cmpd 8326, +MSn(587.3), 19.91 min
249	042913-SludgeD1_1-6, Cmpd 21897, +MSn(976.11), 52.38 min
250	042913-SludgeD1_13-18, Cmpd 5455, +MSn(573.77), 13.57 min
251	042913-SludgeD1_1-6, Cmpd 12867, +MSn(673.84), 31.08 min
252	042913-SludgeD1_1-6, Cmpd 12341, +MSn(611.3), 29.95 min
253	042913-SludgeD1_1-6, Cmpd 34895, +MSn(722.28), 85.63 min
254	042913-SludgeD1_1-6, Cmpd 6593, +MSn(578.62), 17.81 min
255	042913-SludgeD1_25-30, Cmpd 25456, +MSn(944.99), 55.82 min
256	042913-SludgeD1_1-6, Cmpd 5124, +MSn(795.34), 14.18 min
257	042913-SludgeD1_1-6, Cmpd 14547, +MSn(474.19), 34.56 min
258	042913-SludgeD1_1-6, Cmpd 34915, +MSn(1330.31), 85.68 min
259	042913-SludgeD1_25-30, Cmpd 22794, +MSn(652.36), 49.14 min
260	042913-SludgeD1_13-18, Cmpd 35494, +MSn(1210.64), 83.31 min
261	042913-SludgeD1_13-18, Cmpd 10290, +MSn(619.79), 23.61 min
262	042913-SludgeD1_1-6, Cmpd 10875, +MSn(628.85), 26.88 min
263	042913-SludgeD1_19-24, Cmpd 18027, +MSn(647.82), 37.79 min
264	042913-SludgeD1_25-30, Cmpd 86, +MSn(508.26), 0.24 min
265	042913-SludgeD1_13-18, Cmpd 36223, +MSn(1341.05), 85.27 min
266	042913-SludgeD1_19-24, Cmpd 36486, +MSn(923.6), 84.97 min
267	042913-SludgeD1_19-24, Cmpd 10104, +MSn(674.34), 23.16 min
268	042913-SludgeD1_1-6, Cmpd 1476, +MSn(1334.49), 3.96 min
269	042913-SludgeD1_19-24, Cmpd 7716, +MSn(591.81), 18.75 min
270	042913-SludgeD1_25-30, Cmpd 10778, +MSn(541.25), 24.00 min
271	042913-SludgeD1_19-24, Cmpd 15438, +MSn(635.33), 32.88 min
272	042913-SludgeD1_13-18, Cmpd 13175, +MSn(672.86), 29.14 min
273	042913-SludgeD1_13-18, Cmpd 18158, +MSn(875.96), 39.34 min
274	042913-SludgeD1_13-18, Cmpd 36333, +MSn(583.88), 85.57 min
275	042913-SludgeD1_19-24, Cmpd 7407, +MSn(623.78), 18.15 min
276	042913-SludgeD1_19-24, Cmpd 12838, +MSn(559.81), 28.02 min
277	042913-SludgeD1_25-30, Cmpd 5972, +MSn(581.28), 14.86 min
278	042913-SludgeD1_13-18, Cmpd 9263, +MSn(511.76), 21.68 min
279	042913-SludgeD1_13-18, Cmpd 9891, +MSn(600.65), 22.84 min
280	042913-SludgeD1_19-24, Cmpd 12214, +MSn(940.15), 26.93 min|042913-SludgeD1_19-24, Cmpd 12505, +MSn(940.15), 27.43 min|042913-SludgeD1_19-24, Cmpd 12362, +MSn(940.15), 27.19 min
281	042913-SludgeD1_13-18, Cmpd 4563, +MSn(583.38), 11.29 min
282	042913-SludgeD1_1-6, Cmpd 5338, +MSn(585.29), 14.71 min
283	042913-SludgeD1_25-30, Cmpd 7124, +MSn(627.79), 17.47 min
284	042913-SludgeD1_13-18, Cmpd 15840, +MSn(647.33), 34.27 min
285	042913-SludgeD1_25-30, Cmpd 22291, +MSn(901.47), 47.85 min
286	042913-SludgeD1_13-18, Cmpd 13310, +MSn(476.25), 29.39 min
287	042913-SludgeD1_19-24, Cmpd 6131, +MSn(620.28), 15.33 min
288	042913-SludgeD1_1-6, Cmpd 34098, +MSn(483.65), 83.50 min|042913-SludgeD1_1-6, Cmpd 34021, +MSn(483.65), 83.30 min
289	042913-SludgeD1_13-18, Cmpd 12667, +MSn(668.86), 28.13 min
290	042913-SludgeD1_19-24, Cmpd 18396, +MSn(943.95), 38.64 min
291	042913-SludgeD1_19-24, Cmpd 17855, +MSn(698.34), 37.44 min
292	042913-SludgeD1_13-18, Cmpd 6033, +MSn(779.35), 15.05 min|042913-SludgeD1_13-18, Cmpd 6109, +MSn(779.35), 15.24 min|042913-SludgeD1_19-24, Cmpd 6123, +MSn(779.35), 15.31 min|042913-SludgeD1_19-24, Cmpd 6040, +MSn(779.35), 15.10 min
293	042913-SludgeD1_25-30, Cmpd 14805, +MSn(902.43), 31.39 min
294	042913-SludgeD1_19-24, Cmpd 12943, +MSn(632.32), 28.22 min
295	042913-SludgeD1_13-18, Cmpd 21719, +MSn(552.3), 48.14 min
296	042913-SludgeD1_1-6, Cmpd 3959, +MSn(1011.02), 10.21 min
297	042913-SludgeD1_1-6, Cmpd 28942, +MSn(1063.03), 69.98 min
298	042913-SludgeD1_19-24, Cmpd 20895, +MSn(814.4), 44.96 min
299	042913-SludgeD1_19-24, Cmpd 16446, +MSn(417.73), 34.68 min
300	042913-SludgeD1_1-6, Cmpd 6350, +MSn(547.29), 17.22 min
301	042913-SludgeD1_19-24, Cmpd 6433, +MSn(499.78), 16.09 min
302	042913-SludgeD1_19-24, Cmpd 15397, +MSn(738.89), 32.81 min
303	042913-SludgeD1_1-6, Cmpd 13532, +MSn(616.83), 32.41 min|042913-SludgeD1_1-6, Cmpd 13624, +MSn(616.83), 32.61 min
304	042913-SludgeD1_19-24, Cmpd 9941, +MSn(402.24), 22.86 min
305	042913-SludgeD1_1-6, Cmpd 11438, +MSn(634.33), 27.99 min
306	042913-SludgeD1_25-30, Cmpd 10402, +MSn(579.28), 23.30 min
307	042913-SludgeD1_13-18, Cmpd 15526, +MSn(674.34), 33.66 min
308	042913-SludgeD1_19-24, Cmpd 15627, +MSn(709.84), 33.21 min
309	042913-SludgeD1_1-6, Cmpd 33972, +MSn(1206.16), 83.18 min
310	042913-SludgeD1_13-18, Cmpd 19684, +MSn(715.34), 43.01 min
311	042913-SludgeD1_13-18, Cmpd 27207, +MSn(803.95), 61.92 min
312	042913-SludgeD1_13-18, Cmpd 10682, +MSn(748.86), 24.34 min
313	042913-SludgeD1_25-30, Cmpd 20287, +MSn(545.81), 42.70 min
314	042913-SludgeD1_1-6, Cmpd 25315, +MSn(988.19), 60.83 min
315	042913-SludgeD1_25-30, Cmpd 19904, +MSn(877.45), 41.74 min
316	042913-SludgeD1_1-6, Cmpd 12492, +MSn(629.63), 30.25 min
317	042913-SludgeD1_25-30, Cmpd 14390, +MSn(609.32), 30.66 min
318	042913-SludgeD1_13-18, Cmpd 13785, +MSn(400.91), 30.37 min
319	042913-SludgeD1_25-30, Cmpd 36071, +MSn(1273.3), 83.34 min
